Main_Index,text
10001,Happy Birthday!!!
10003,"Happy Belated Birthday wishes, Eileen.  Hoping you had a most wonderful day."
10004,Hope your day is filled with lots of fun and happy surprises!
10005,"Adriana - happy birthday wishes to you!  Enjoy this special day...celebrate all the love, and joy in your life."
10007,Wishing you the best possible 'Birthday' ever! Enjoy your special day.
10009,"Happy birthday,NewFlower ! Hope you had a very blessed day filled with Love, Laughter and Joy shared with family & friends. May all your birthday wishes come true and may you have many more happy & healthy birthdays in the coming years."
10028,"Happy Birthday!  Best wishes for a wonderful day - hope it's filled with lots of fun and love all around!
xox
-Jenny"
10034,Today is Dawnes birthday!! I know seeing wishes from all her wonderful friends would make her day extra special!! God Bless 
10050,Happy*Happy*Happy Birthday!
10059,"HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY DEAR CD
HAPPY BIRTHDAY TO YOU!!
AND MANY MORE...!!
Hope your day is filled with all the things you love most!
Love, Cat"
10061,"Happy Birthday Kari!  Hope you have a wonderful day, filled with all your favorite things and love all around!"
10062,Happy Birthday!
10063,"A HUGE shout out to you Miss Jean!!!  Wishing you many Birthday surprises, love and happiness."
10067,"Sorry, to be posting Birthday greetings late dear Jenny.  Hope you had a terrific day, filled with love, happiness and gifts!!! "
10070,Kara - Enjoy this special day in celebration of you!  Happy Birthday.
10075,"Birthday greetings, and well wishes for you dear Kya.  Hoping all is well with you."
10088,Sending happy wishes your way - hope you have a great day - filled with lots of cake & ice cream & love all around!
10091,"Happy birthday,NewFlower ! Hope you had a very blessed day filled with Love, Laughter and Joy shared with family & friends. May all your birthday wishes come true and may you have many more happy & healthy birthdays in the coming years."
10094,Rena -- Happy Belated Birthday wishes - dear dear Sister.  Hoping you had a very special day.
10135,Happy Birthday!  Hope you have a wonderful day filled with fantastic surprises!
10140,Hope your day is filled with lots of fun and happy surprises!
10141,"Happy Birthday!  Hope you have a wonderful day filled with surprises and a happy, healthy year!!"
10161,Happy * Happy * HAPPY BIRTHDAY!!!
10166,"Adriana - happy birthday wishes to you!  Enjoy this special day...celebrate all the love, and joy in your life."
10168,"Puffin .. Happy Birthday greetings and well wishes to you !  Enjoy your very special day - enjoy all the love, happiness, this special day has to offer."
10171,Birthday shout out to Heathbelle - !!!  Hoping all is good with you..  Please check in with us when possible.
10175,Happy Birthday!  Hope all your birthday wishes come true - have a great day!
10176,Happy Birthday!  Hope all your birthday wishes come true - have a great day!
10177,Happy Birthday!  Hope you have a great day - filled with lots of fun & surprises!
10192,"Birthday wishes for a wonderful, fun filled day.   Enjoy and Celebrate life."
10194,"Happy Birthday Kari!  Hope you have a wonderful day, filled with all your favorite things and love all around!"
10195,Hope you have a great day - filled with lots of fun and tons of surprises!  Happy Birthday!
10196,"Happy Belated Birthday!  Hope you had a great day - and your year ahead is filled with health, happiness and love!
-Jenny"
10201,"Happy Birthday!  Hope you have a great day - filled with lots of fun and a healthy year ahead!
-Jenny"
10204,"Sending Happy Birthday wishes your way - hope your day is filled with everything you like best and love all around you!
much love,
Jenny"
10206,i turned 45 today its been 3 years since diagnosed the first time 2 years since the second time. happy birthday to me :0)
10208,"HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY DEAR LINDA
HAPPY BIRTHDAY TO YOU!!
AND MANY MORE...!!
May your special day be filled with all the things you love most and this coming year be full of wishes coming true!
? Cat"
10210,"Sending BIG Birthday wishes your way!  Hope you have a wonderful day!
-Jenny"
10222,Happy Birthday!  Hope you have a wonderful day filled with fantastic surprises!
10236,"Sending Happy Birthday wishes your way - hope your day is filled with everything you like best and love all around you!
much love,
Jenny"
10252,"Happy * HAPPY Belated Birthday wishes!  So sorry to post late!  Hope your day was filled with everything and everyone you love most!  Best wishes for a happy, healthy year!"
10260,"October 7th ..  Carmen,  Enjoy your very special day.  Hap Hap Happy Birthday"
10266,Happy Birthday Dear Carol -- Hoping you have a wonderful Day celebrating your very special day
10282,"Our sweet Laurissa passed this year ... her birthday was November 3
I'm very sure she is celebrating with the angels this birthday!
Keeping her lovely daughters and family in thoughts & prayers!
Jenny"
10298,"Best wishes for a wonderful day - and a happy, healthy year!"
10309,Happy Birthday - Jean70T Enjoy your very special day with loved ones . .. . .
10323,Enjoy your very special day - Celebrate !
10332,Wishing you warm Birthday greetings - Enjoy your very special day dear Sister in PINK.
10336,Sue - Wishing you a Happy Birthday.  Hoping you have the most wonderful day!
10345,"My two youngest daughters came up here yesterday for my ""big 60"" birthday. Thankfully they did not bring any black baloons or ""RIP Banners"" like they did for their mother's 60th. Oh, it just hit me,DUH! They were being sensitive about my ""condition"".HAHAHAHAAA That's funny. Don't jinks dad on his 60th birthday because it might come true. Oh My."
10349,Happy*Happy*Happy Birthday!
10360,"I am so happy to be dancing with NED,  The doctor said that I was doing great and to come back in 3 months.  Thanks for everyone who was on the bus, I really appreciate the support."
10377,"What are the odds of doing the natural way...... And what do i have to do... Does it really work?   I really don,t to do chemo and radiation..... Did anyone out there cure their cancer the natural way............I have eight days to make up my mind, Plz help me!!"
10402,"Haven't been back for  awhile because turn of events went very fast...after my diagnosis of invasive ductal carcinoma was confirmed, I had surgery last Sept.27th (lumpectomy with sentinel node biopsy, needle loc and axillary node dissection) Today, I had my first appointment with my doc, and it was great news, margins are clear and all lymph nodes clear( had 2 nodes dissected but  came out negative)... So we kicked the hell out of it! Now I am concentrating on getting physically better. Radiation to follow and still don't know if I need chemo, I will see my oncologist this coming week. But whatever it's gonna be, I am ready,At least I could breath much better now!.If I will need chemo, my surgeon said its an insurance that the cancer will not come back in the future..Its been a hell but God be the glory and I came out a stronger person!"
10405,Happy Birthday!  Hope you have a wonderful day!
10406,"Hope you had a fantastic day - and your year ahead is filled with happiness, health & love!"
10409,Happy Birthday!  Sending BIG wishes your way - hope you have a wonderful day!
10411,Happy Birthday!
10414,Happy Birthday!  Hope all your birthday wishes come true - have a great day!
10415,"Happy Birthday!  Hope you have a fantastic day - and your year ahead is filled with health, happiness & lots of love!"
10443,I want to wish all the mothers a HAPPY MOTHERS DAY.   I hope everyone has a wonderful day.
10524,Olga -  Happy Birthday my special Sister in Pink --    Celebrations are in order...  doing my hap hap happy dance - in celebration of YOU
10526,"Happy Birthday to our Cat 64!  She did the birthdays for many years here on CSN, along which JennyTwist."
10532,"HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY DEAR LINDA
HAPPY BIRTHDAY TO YOU!!
AND MANY MORE...!!
May your special day be filled with all the things you love most and this coming year be full of wishes coming true!
? Cat"
10536,"HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY DEAR AYSE
HAPPY BIRTHDAY TO YOU!!
AND MANY MORE...!!!
You are very special and you deserve the best-wishing you a day filled with love and happiness!
Love, Cat"
10538,"HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY TO YOU
HAPPY BIRTHDAY DEAR LINDA
HAPPY BIRTHDAY TO YOU!!
AND MANY MORE...!!
May your special day be filled with all the things you love most and this coming year be full of wishes coming true!
? Cat"
10540,HAPPY HAPPY DAY!!!!  Hope your day is filled with love all around - and the year ahead is filled with health & happiness!
10545,"Hoping you have a very special, special Birthday dear Sister.   Enjoy"
10711,How are you feeling?  Disability issues still ongoing?   We are thinking about you ..
10804,Happy Birthday!
10872,Happy Birthday!
10873,"I don't have to make the decision, the doctor stopped the chemo.  I went to the pharmacy and the Pharmacist looked at the rash on my face and neck, told him it was everywhere, what should I buy?  He made me call my doctor, said it was an allergic reaction to the chemo.  The doctor told me to stop the chemo, take Benedryl for the next 2 days and I will see him on Monday.  He said if my breathing gets difficult to call him and go to the ER.
Now that he made the decision to stop it, part of me is relieved and the other part is scared.  Even though I have been miserable since starting it.
Prayers and hugs to all,
Carol"
10978,"Hi everyone. It's Jackie. I haven't checked in for a while, but I really need some wisdom/empathy. I finished my 4 courses of Adriamycin/Cytoxan. Last week I got the 1st of 4 courses of Taxotere. I was told this would probably be easier on me. Wrong! The first 2 days were better, but then it hit! I have been in ""total body pain"" for the past 3 days. Literally everything hurts! I'm not just talking body aches. The pain is so intense, I've had to take Percocet round the clock! I've become very depressed and just want to quit chemo and have surgery. I honestly don't know how I'll make it thru 3 more treatments. And as miserable as I feel now, if I do manage to finish chemo, I don't see how I can possibly continue working. Between the pain and the fog from the Percocet, I'm not much good these days. And I can't help but worry, if the chemo is affecting me so severely, what other nasty effects is it having on my body? Can anyone give me any info about going on disability? I'm afraid I may have to resort to that, if I have any hopes of seeing this thru. Sorry to be such a stick-in-th-mud, but I have reached an all-time low.            Jackie"
11061,"Hello All:  I've been very active on the colorectal board in the past years but lately have fallen off due to wanting to get off the boards because my life was ""to live past all that"" because I've been doing well ""being free of cancer.""  "
11104,My husband has been diagnosed with invasive ductal carcinoma. He's scheduled for a Mastectomy & Sentinal Node Biopsy. 
11149,I have not been on here for awhile.But come on some.I can not find out about Claudia.She has always been close to my heart like several of you wonderful people that helped me get through BreastCancer.I keep looking for post about her but never see any.Thank you.Please forgive me but really need to know.
11191,My father started Taxol 10/15/12.  Started bone pain Thursday 10/18/12.  Now has had a bad sore throat since yesterday.  He does not have a fever but I am worried.  Is it a Chemo side effect or an infection?  Has anyone else had sore throat after Taxol that wasn't infection related??  Also he is due for his Chemo tomorrow morning. Do they cancel Chemo for sore throat/possible infection??  WOuld appreciate help...this is new ):
11260,"I recently posted that I had a breast ultrsound on Thurs. the 7th! The pain in my shoulders, chest, arm,breast,ect. is definitely worsening. The Vicodin was at least helping keep pain manageable before until a few wks. ago. I expect to hear something about the ultrasound tomorrow and further instructions. My question is, do I call the doc and tell them pain is worsening? I also seem to have urge to use Bathroom much more (Urinating). No fever, just pain persists and is worse:p I am terrified I may have rib, bone mets? The doc knew about the pain when I saw him last but I now have shouulder pain as well with frequent BR trips:p Also wondering what will come next! Will doc order more tests or refer me to breast specialist or both? I would like to have lab done for tumor markers, minimum! I would prefer lab and CT scan if possible if I have to wait to see breast specialist! Any thoughts, comments, suggestions from anyone would be most welcome!!!! Thank you so much in advance!"
11346,I am glad I found this site. My wife was recently diagnosed with TNBC. She was diagnosed a week before her 30th birthday. I am trying to educate myself more about the TNBC so I can help her during the chemo and radiation.
11400,"I haven't been on the CSN board for quite a while.  I just wanted to share that I am now 5 years out from surgery and next February I will be 5 years out from treatment. I had a double mastectomy with no reconstruction.  I had 6 rounds of TC chemo, 28 days of radiation and Neulasta shot 1 day after chemo which did make me tired enough to sleep for several hours the following day.  Fortunately I had no adverse reactions to anything.  I used plastic ware for eating and Biotene toothpaste & mouthwash.  My oncologist has me taking Anastrazole (generic for Arimidex) for 10 years.  My xrays have been clear and I am still dancing with NED :-) On this board there is so much information and an opportunity to ask and post anything you are concerned with regarding your breast cancer.  Many read posts for awhile before actually posting anything themselves.  Do what you feel comfortable with.  {{hugs}}"
11426,"I was wondering if someone can explain this to me. I had a lumpectomy in 8/2011 and no clear margins, then I had a bilateral mastectomy in 11/2011 and just read all of my reports. What exactly is infiltrating ductal carcinoma with DCIS.  I was diagnosed Stage 1 Grade 1, I had a KI67 score of 25%. Does hat mean I had IDC people always ask and I just say stage 1, is it the same as Invasive Breast Cancer.  I read tha 25% of the Ki67 score is considered high.  My OncoDX was 11.  I did not need chemo or rads.  I take arimidex. Everthing is so confusing.  I probably should not be concerned about any of it since I hopefully got everything just curious and would like an explanation.  Thanks for everyone help.  This site is great"
11427,"I was wondering if someone can explain this to me. I had a lumpectomy in 8/2011 and no clear margins, then I had a bilateral mastectomy in 11/2011 and just read all of my reports. What exactly is infiltrating ductal carcinoma with DCIS.  I was diagnosed Stage 1 Grade 1, I had a KI67 score of 25%. Does hat mean I had IDC people always ask and I just say stage 1, is it the same as Invasive Breast Cancer.  I read tha 25% of the Ki67 score is considered high.  My OncoDX was 11.  I did not need chemo or rads.  I take arimidex. Everthing is so confusing.  I probably should not be concerned about any of it since I hopefully got everything just curious and would like an explanation.  Thanks for everyone help.  This site is great"
11463,"I've just returned from my annual mammogram and hearing those beautiful words from the radiologist: ""Everything looks good, see you next year""!"
11537,"If anyone has any info about this chemo treatment...I would greatly appreciate it.
Masastatic carcinoma, T2N1. Thanks, Cathy"
11586,"Hi, Is there anyone on here dealing with triple negative?"
11880,"Hi, my name is Christina and I am 30 years old. I was diagnosed with breast cancer back in October of last year. I started chemo the 1st of December. My doctor started me with Paclitaxel chemo, one dose every week. My last dose of Paclitaxel was on February 15th. I did very good on that type of chemo, meaning I had no nausea or vomiting! I did lose my hair and have had very severe itchness on my hands and feet. To the point that I can't walk, drive or anything but scratch. Has anyone else had this issue?? My hands and arms look like I have chicken pox! "
11881,"Hi, my name is Christina and I am 30 years old. I was diagnosed with breast cancer back in October of last year. I started chemo the 1st of December. My doctor started me with Paclitaxel chemo, one dose every week. My last dose of Paclitaxel was on February 15th. I did very good on that type of chemo, meaning I had no nausea or vomiting! I did lose my hair and have had very severe itchness on my hands and feet. To the point that I can't walk, drive or anything but scratch. Has anyone else had this issue?? My hands and arms look like I have chicken pox! "
12142,"After a bucket of tears, hair is finally shaved. Thanks to my hubby and my daughter, they did an amazing job.  There were lots of tears shed, a lots of hugs and kisses but I finally let them do it. The hair loss was just more devastating,like others said, it's was harder to see the clumps of hair falling.. I finally accepted that it was bound to happen anyways. I cannot say it was a relief because I think I still feel numb. Tomorrow is another day, I hope I will be stronger to face the mirror when I wake up. For now, I gonna go sleep with my bandana and try to digest it more.  Another step done, a big step for me. I didn't do  that bad after all! God is great."
12200,Is there anyone over 55 who is taking Femara for treatment who is experiencing severe joint pain as similar to arthritis as a side effect?  What does your doctor tell you.  And how bad is the pain.  I have been taking it one month and I have days of very severe joint pain.  Help??
12212,I had my bi-lateral mastectomy with reconstruction (expanders) 2 weeks ago.  My skin around my breast and under arms is so sensitive.  It feels like a really bad sunburn.  My cloths hurt to the touch.  It's funny because it still feels numb too.  Is this normal?  Someone please help!
12226,Finally got my results from the test to see the chances of my tumor recurring.  I was in the low risk so thank heavens no chem or radiation!  I can continue with my reconstruction.  I have to take the drug Femara for 5 years.  generic name is letrozole.  Are there any precautions with that drug?  It will be a Merry Christmas for our family!!
12266,"So it's been about 6 months since I finished chemo. About 6 weeks post-chemo, I started experiencing severe joint pain. Mainly in my hands & wrists, knees, and hips. I was on pretty heavy duty painkillers for a few months, and it started feeling better, so I was down to taking a combination of ibuprofen and tylenol to control the pain. Well, the pain has flared up again. Now it's not only extremely painful, but my hands are swelling up at random times, I'm having trouble sleeping because I can't get comfortable, and I'm not getting any relief. I called my Onc yesterday about it - I had a check up appt scheduled for Friday anyway, but I explained to them that I was having terrible pain & wanted to see him a.s.a.p. so they got me in this morning. Dr told me that at 6 months past chemo it should be out of my system, and that's not causing my pain. Along with my regular blood work he ordered all kinds of tests for rheumatoid issues as well as lupus. All I know is - I'm 35, I feel like i'm 65. I don't walk - I shuffle. I have a 2 and 1/2 yr old at home and i cant pick her up half the time. I didn't have this pain AT ALL before I had chemo. He says it's NOT a side effect from the tamoxifen im on, either. So, I'm to call back in 2 days for my test results and other than that, he said he'd see me in a month. I'm so upset and frustrated. I hurt SO BAD. I just can't accept that this is just part of cancer treatment and I need to learn to live with the pain. I know I will never be the same person as I was before cancer. But I refuse to accept that I just have to live with this. Do any of you have anything similar going on?
thanks!
*hugs*
Heather"
12275,"H Everyone!  I wanted to share my pathology report. No cacer found in lymphnodes or the breast. The 6cm tumor was gone!!! I had a complete response to chemo, prayer and faith in God!  I could hardly  contain myself after getting this news!! The doctor still recommends radiation simply because it was TNBC.  I continue to pray for all of my BC sisters and chemo buddies, and I ask that you continue to pray for me.  We truly need each other during these times!!"
12283,I just found out yesterday (Friday) that I have cancer in my lymph nodes and liver. It has not quite been a year since I finished treatment for breast cancer. I go in next week for biopsies and a bone scan. And you know how it is in the office...never think of the questions to ask until you leave and there is no one to ask. :)
12323,"I had a lumpectomy in December followed by radiation which finished up at the end of February. In mid-April my ""boost"" site started to itch like crazy and then it spread out from there--you could see the exact outline of the whole breast radiation. Then the rash traveled to my arms, legs, and back. I've stayed away from the sun. Miserable! I have been to the radiologist, oncologist and dermatologist and have been on high dose steroids, which I hate! I will begin testing for new allergies/sensitivities this week. I  know it is ""just a rash"" but it is the most intense itching I've ever known. I can't wear a regular bra and can only do a soft sports bra with soft cotton t-shirts...not great for my job!  I am trying an anti-inflammatory diet to see if that helps. Certainly I'm not the only one who has been through something like this...I know many get a radiation rash at the site, but has anyone had it all over? I do have sensitive skin.    "
12423,"I will be in Chicago for the Komen 3-day walk in two weeks. They have released the route to us. The camp will be open for visitors on Saturday 8/10 from 4:30-8:30, if anyone wants to stop by and meet in person! Hint, hint.. wink, wink.  Please send me a message, and I will give you the information. The parking for Saturday will be in Des Plaines. There will also be cheering stations for people to stand and cheer us on as we come by."
12439,"If anyone has any info about this chemo treatment...I would greatly appreciate it.
Masastatic carcinoma, T2N1. Thanks, Cathy"
12564,"Hi everyone,
Tomorrow I go for my third round of chemo and after my last round was such a nightmare I can really use some prays to help me get through this next round. I have been dreading it all week and really nervous and scare of what will be like for the next week.
At least after tomorrow I will be half way done
Hugs Christine "
12577,"I am seeing a plastic surgeon this week to discuss reconstruction after having a mastectomy, chemo and radiation a year ago.  I would prefer to use my own tissue rather than an implant because I feel that the implant side will feel different than my remaining breast, and I have come to understand that using an implant under radiated tissue isn't preferred by physicians."
12635,"My WBC is only 0.9, So the nurse called and cancelled the chemo for tomorrow.  My doc is on vacation this week, so I'll call in and ask his assisstant about neupogin."
12658,"I have a couple questions regarding joint and bone pain after chemo and while talking Arimidex. I was given a clean bill of health in December after having A/C , Taxol and a Mastectomy. I'm now having pain and numbness in my wrists and hands which is getting worse. Like some of the other posts I have been reading, I too feel like an old lady (45). I have trouble standing up, my joints ache etc.. etc.. etc.. so I'm wondering if anyone has decided to switch from Arimidex to Tamoxafin (sp)?  Have you felt better? I was taking Tamox first and had no side effects, but the Dr. felt my chances were better with Arimidex. Has anyone been told the same thing? Second has anyone had or heard of mets occurring while taking Arimidex? Thanks in advance for any info. Liz "
12700,"Hi Ladies,"
12810,"Just week ago after my needle biopsy and MRI I was diagnosed with Infiltrating Ductal Carcinoma, Clinical Stage IIB. There is a possibility of nodes involvement since I have pain under my right arm and in my arm (it is swelling). I met with multidisciplinary team and they decided to go with chemo first. My IDS stage IIB-1 is grade 3 (aggressive), plus it is triple positive (ER+, PR+, Her2 3+). I was explained that in my case (Her2+) the best to start chemo first with addition of drug to treat Her2+. Also, they have scheduled a node biopsy and PET/CT scan. My only hope, the cancer has not spread in other parts of body...
Has anybody had this type of breast cancer and what was the treatment? Even though different body could react differently to therapies, what are the overall prognosis? Thank you for your support."
12877,"Hi, I'm hoping someone can share helpful experience about dealing with the tightening of scar tissue I have after a double mastectomy with sentinel node removal.  I had the surgery 2 months ago.  Everyday for the first 6 weeks I did strtching/range-of-motion exercises 3 times a day.  If I missed one, I noticed the tightening right away and knew I couldn't reduce frequency from that.  After about 6 weeks, I began getting back in to normal activities and thought I had set up the healing just fine and didn';t need to add these stretches so frequently because I was ""done.""  "
13009,"I just got a Facebook message from a friend. She had her mammogram a couple weeks ago, was diagnosed with breast cancer, had a PET scan that showed mets to ribs, spine, pelvic bones, proximal femoral bones, sternum and proximal humeral bones.  Right breast lit up so she'll be having an ultrasound and a bone biopsy."
13086,hello I am 30 yrs old and diagnosed with stage 1 invasive ductal carcinoma In the right breast. Saw two breast surgeon and one recommend double mastectomy and the other one says lumpectectomy with radiation. Mri showed lump to be 1.7x1.3 and positive for estrogen and progesterone. I have no family history And having hard time making a decision. 
13109,"im double negative HER2 positive IDC I was on TCHP treatment and 2 minutes into my second infusion of Taxotere I had a bad reaction, my throat closed and it was  very hard to breathe, my pulse and blood pressure went through the roof and crazy back pain, after  they got me stable I continued with CHP (i didn't finish the taxotere). a few days later I went back to my oncologist and he is now recommending surgery and AC chemo once I've healed.  Has anyone had the same reaction?  "
13252,"I need to hear some experiences any of you
have had with surgical procedures or biopsies
of microcalcifications ?? What types of procedures did you have or wish you had had?
What was the out come of all your testing ?  "
13454,"I had an estrogen driven tumor, am post menopausal and have been diagnosed with vaginal atrophy. can't use estrogen products, nothing very effective so far.  anybody have experience with this and any advice?"
13463,"Hello!  I was wondering for those of you that have finished with treatment, how often do you follow up with MO, BS, RO?  Being naive, I thought that after I finished up with treatment, I would follow up every six months.  I am being asked to follow up with all of my doctors after three months.  Is this typical?"
13503,"After three and a half weeks I finally got my last two tubes out today!  My bi-lateral mastectomy with skin/nipple saving recon began on Aug 21st.  I had four tubes put in & the first two were removed on ""schedule""' about 8 days later.  However, these last two just kept producing an amount above what my PS allowed before removing.  Yesterday I called into the office & proudly read off my readings to their office personnel who made me an appt for today.  I feel like a free woman.  In only two days I can actually take a real shower again!  Thats exciting!"
13691,"I was diagnosed with TNBC in October.  Just completed 4 rounds of AC and had 2nd round of Taxol yesterday.  It looks like the possibility of achieveing a PCR prior to surgery is out of reach - tumor has only shrunk from 3.8 to around 3.0.  Also, my case is a little unusual in that I'm TN, but my PR receptors are weakly positive (30%)."
13695,"I had a bone scan awhile back and it showed a little arthritis.  I've been taking tylenol for it, and it works ok, but, I wondered what the rest of you might be taking and how it works for you.  I just hate to take it everyday.  I know it can't be good for my stomach. "
13703,"I was originally diagnosed with triple negative breast cancer in October 2015. I completed four rounds of Docetaxel and Cyclophosphamide in March 2016, had lumpectomy in April. Sentinel node biopsy showed no node involvement. On June 1, I started daily radiation (35 treatments in total). Last week I was informed that the pathology of the removed tumor showed that I am not triple negative, but I am HER2positive, and I must now start Herceptin infusions every three weeks for the next year. It was explained to me that it would have been better for me if the HER2-pos diagnosis were known while I was undergoing chemo so I would have had a head start on the Herceptin, but starting it now the only drawback is missing the opportunity to have started Herceptin earlier.  Has any of you ladies experienced receiving Herceptin alone after chemo? "
13738,What was your experience with breast reconstruction and what kind did you have?  Any resulting/longlasting pain?  Would you recommend it?
13769,"Hope someone has some insight to the future and can tell me which direction to go.  I had my 6 month check up on Friday.  To my surprise instead of saying ok your done, they said that I shouldn't be having my periods and that I am producing estrogen.  Since my tumor was estrogen positive, that is not good.  I went through chemo and am on Tamoxifin, but my periods returned in August and have been regular.  Now Tamoxifin in premenopausal women causes ousteoporisis, cancer in the uteris and all kinds of side effects, now it should be stopping my period, but now they want to give me Zoladex every 28 days, implanted into your stomach.  The side effects to this drug is many.  But it will stop the estrogen.  I believe removing my ovaries would do the trick as well.  They are afraid because of my age (38) that it will open a new can of worms.  I am also a juvenile diabetic, so surgery is quite a ordeal for me.  The scale is tilting both ways, advantages - disavantages. If I choose to have my ovaries removed and run into problems - oh well.  But the Zoladex has a great barrier in helping me with my nausea (because of gasteoporisis - caused by diabetes)The reglan drug I take to help me with that is one that can not interact with the Zoladex implant.  The Zoladex also gets implanted every 28 days in the hospital for 5 years.  Ugh.  What advice do you have.......  I really don't know what I am going to do.  The doctor feels the Zoladex is the way to go.  But I am trying to be my own advocate in this stupied medical field and go the easiest and surest way.  I am going to return this body under the lemon law.  I think I got a lemon how about you all?  "
13831,"Hi,"
13835,"I have a couple questions regarding joint and bone pain after chemo and while talking Arimidex. I was given a clean bill of health in December after having A/C , Taxol and a Mastectomy. I'm now having pain and numbness in my wrists and hands which is getting worse. Like some of the other posts I have been reading, I too feel like an old lady (45). I have trouble standing up, my joints ache etc.. etc.. etc.. so I'm wondering if anyone has decided to switch from Arimidex to Tamoxafin (sp)?  Have you felt better? I was taking Tamox first and had no side effects, but the Dr. felt my chances were better with Arimidex. Has anyone been told the same thing? Second has anyone had or heard of mets occurring while taking Arimidex? Thanks in advance for any info. Liz "
13897,"Thanks to everyone for all the useful web-sites that supply gifts & support to cancer patients.  Let's share some of the ones that we have found.  I can't take credit, for the following sites, however, I did find them here.  If you find a new one, make sure you add it to the list.  Thanks to everyone.  Hugs!"
13905,"Hi everyone,"
13951,"Hi, ladies, "
13952,"Hi, ladies, "
13960,"Today I started getting red and hot on the breast that I just had the lumpectomy. It looks like a sunburn, but I have not started radiation yet. Is this part of the healing process? Please please don't tell me its an infection. I hope not."
14038,"Does anybody know of any one who had or has this type of breast cancer so that I can compare notes, as I was recently diagnosed of same.  Hugs to you all and God bless."
14040,"I'm trying to find other women who have used clomid and were later diagnosed with breast cancer. Information I'm looking for:  length of time between use diagnosis of cancer.
Pregnancy and time to diagnosis.
Age of mom at pregnancy or fertility treatment."
14147,"Just wanted to update you all on Dawne. Dawne goes on Wed 12th to have a CT scan of the chest, abdomen and pelvis and an MRI of the brain. She sees the Dr on the 21st. Please keep her in your prayers for good results. She will be switching chemo but not sure to what until she sees Dr. She is doing pretty good, still having problems with her arm. She goes to PT every other week. Dawne is staying upbeat and her husband and granddaughter take very good care of her. Dawne or I one will update you as soon as we can. Think of you all often and remember you in my prayers. God Bless
                                                          (((hugs)))) Janice"
14161,"Hi. I am new to this world of breast cancer.  I am 34 years old.  I found my lump myself and already had a yearly exam with my gyno scheduled.  When I asked at my appointment he referred me to a cancer surgeon.  She took and ultrasound in the office and said she didn't believe it was cancer.  I had surgery to remove the lump and the pathology came back as stage 1 cancer.  I was completely blown away.  I then went for a mammogram and an MRI. I then had a second surgery to place my chemo port and have lumpectomy done and clean up the margins.  I start chemo in a week and a half and I went ahead and got my wig this weekend.  I thought it would have been a fun experience to be able to pick out a style and color.  To my suprise it wasn't fun at all, in fact I ended up crying. My oncologist suggested shaving my head before my hair falls out because it is so long.  He said with it shaved I have less chance of it clogging my drains and it's not as messy when it does fall out. I keep having an argument with myself trying to convince myself to shave my head and I can't bring myself to do it. I thought about waiting until it falls out naturally but then I have to face the public that I work with with a balding head. I thought if I do it this while I am still off from work recovering from my second surgery I can take this time to cry and get used to wearing the wig and get myself pulled together before going back to work.  I need some help with this decision.  What did you do? Did anyone else have this tug of war with themselves? I am not looking forward to chemo but that is just a thought right now and hasn't hit home yet.  It will probably hit me a day or two before my appointment and I'm probably going to hit the floor and be in and crying heap on the floor. I have so many feelings running through me.  My family has been great with helping me through this as they have been down this road before with another member. Everyone at work keeps saying the words, ""you can do this, you're a fighter"" some days I just want to scream because they are always the same words.  I know they don't know how to handle my news or know what to say. I'm glad they are there to support me. I shouldn't complain then I feel guilty for doing so. Does anyone else have these mixed feelings? Sometimes I catch myself wondering if my husband will remarry when I'm gone then I shake my head and say out loud to myself, ""you're not going anywhere"". Once again, does anyone else feel this way in the beginning? I just don't know how to handle some of the thoughts and feelings that I am feeling. I need someone to talk to that can realate to what I am going through. "
14222,"Hi Sisters in Pink,
     Tomorrow I go for round four of chemo and as most of you know I don't do we'll with it. After my last round I am really dreading going tomorrow and being so sick again. I am worried that like last time I will end up again in the hospital with problems breathing and wish this was just all over.
I would like to request the pink bus because I need all you strong incredible women by my side tomorrow to give me the courage and strength I need to get through yet another horrible round.  You are all truly my inspiration through this journey and don't know how I would of ever gotten this far without all of you so thank you so much!
Lots of hugs
Christine "
14224,"Sorry, to be posting Birthday greetings late dear Jenny.  Hope you had a terrific day, filled with love, happiness and gifts!!! "
14227,Hap Hap Happy Birthday dear Sister -  Hoping all is well.
14248,"Hello , I am new here. I found out yesterday that I have another cancer in my breast and i am afraid. Is there anybody out there that has has the same thing happen to them and can you help me."
14254,Happy Birthday!  Sending BIG wishes your way - hope you have a wonderful day!
14280,"I think I did not put my date of birth on my home page....HOWEVER... last week I completed 79 years on this earth on the 18th of June and now I am 8 days into my 80th year........  WOO HOO ***   Because back in 2002 when I was 66 years old and I was  diagnosed with Breast Cancer and told that it had spread to my Lymph Nodes.....and, that it was Triple Negative.......there was no way in Hell that I was even going to make it to age 70.... Right?         WRONG  :)       If I can do it  YOU CAN TOO ***     "
14281,"Hoping you have a wonderfully peaceful beautiful day, dear Olga."
